Majority protein IDs	protein_ID	Gene Symbol
XP_020939272.1;XP_020939271.1;XP_020939269.1;XP_020939270.1;XP_020935451.1;XP_020935444.1;XP_020935436.1;XP_020935431.1;XP_020935418.1;XP_020939264.1;XP_020935412.1;NP_001231565.1;XP_020935409.1;XP_020935402.1;XP_020935397.1;XP_020935394.1;XP_020935393.1;XP_020935390.1;XP_020935383.1;XP_020939263.1;XP_020939262.1;XP_020935428.1	XP_020939269.1	LOC100739101
XP_020939272.1;XP_020939271.1;XP_020939269.1;XP_020939270.1;XP_020935451.1;XP_020935444.1;XP_020935436.1;XP_020935431.1;XP_020935418.1;XP_020939264.1;XP_020935412.1;NP_001231565.1;XP_020935409.1;XP_020935402.1;XP_020935397.1;XP_020935394.1;XP_020935393.1;XP_020935390.1;XP_020935383.1;XP_020939263.1;XP_020939262.1;XP_020935428.1	XP_020939270.1	LOC100739101
XP_020939272.1;XP_020939271.1;XP_020939269.1;XP_020939270.1;XP_020935451.1;XP_020935444.1;XP_020935436.1;XP_020935431.1;XP_020935418.1;XP_020939264.1;XP_020935412.1;NP_001231565.1;XP_020935409.1;XP_020935402.1;XP_020935397.1;XP_020935394.1;XP_020935393.1;XP_020935390.1;XP_020935383.1;XP_020939263.1;XP_020939262.1;XP_020935428.1	XP_020939264.1	LOC110255237
XP_020939350.1;XP_020939349.1	XP_020939350.1	TECR
XP_020939350.1;XP_020939349.1	XP_020939349.1	TECR
XP_020939375.1;XP_020939374.1;XP_003123376.1	XP_020939375.1	GCDH
XP_020939375.1;XP_020939374.1;XP_003123376.1	XP_020939374.1	GCDH
XP_020939375.1;XP_020939374.1;XP_003123376.1	XP_003123376.1	GCDH
XP_020939442.1	XP_020939442.1	EIF3G
XP_020939457.1;XP_020939456.1;XP_020939455.1;XP_020939454.1;XP_020939453.1;XP_020939452.1	XP_020939457.1	ILF3
XP_020939457.1;XP_020939456.1;XP_020939455.1;XP_020939454.1;XP_020939453.1;XP_020939452.1	XP_020939456.1	ILF3
XP_020939457.1;XP_020939456.1;XP_020939455.1;XP_020939454.1;XP_020939453.1;XP_020939452.1	XP_020939455.1	ILF3
XP_020939457.1;XP_020939456.1;XP_020939455.1;XP_020939454.1;XP_020939453.1;XP_020939452.1	XP_020939454.1	ILF3
XP_020939457.1;XP_020939456.1;XP_020939455.1;XP_020939454.1;XP_020939453.1;XP_020939452.1	XP_020939453.1	ILF3
XP_020939477.1;XP_020939476.1;XP_020939475.1;XP_020939474.1;XP_020939473.1;XP_020939472.1;XP_020939471.1;XP_020939470.1;XP_020939469.1;XP_020939468.1;XP_020939467.1;XP_020939466.1;XP_020939465.1;XP_020939464.1;XP_020939463.1;XP_020939462.1;XP_020939461.1;XP_020939460.1;XP_020939459.1	XP_020939477.1	DNM2
XP_020939477.1;XP_020939476.1;XP_020939475.1;XP_020939474.1;XP_020939473.1;XP_020939472.1;XP_020939471.1;XP_020939470.1;XP_020939469.1;XP_020939468.1;XP_020939467.1;XP_020939466.1;XP_020939465.1;XP_020939464.1;XP_020939463.1;XP_020939462.1;XP_020939461.1;XP_020939460.1;XP_020939459.1	XP_020939476.1	DNM2
XP_020939477.1;XP_020939476.1;XP_020939475.1;XP_020939474.1;XP_020939473.1;XP_020939472.1;XP_020939471.1;XP_020939470.1;XP_020939469.1;XP_020939468.1;XP_020939467.1;XP_020939466.1;XP_020939465.1;XP_020939464.1;XP_020939463.1;XP_020939462.1;XP_020939461.1;XP_020939460.1;XP_020939459.1	XP_020939475.1	DNM2
XP_020939477.1;XP_020939476.1;XP_020939475.1;XP_020939474.1;XP_020939473.1;XP_020939472.1;XP_020939471.1;XP_020939470.1;XP_020939469.1;XP_020939468.1;XP_020939467.1;XP_020939466.1;XP_020939465.1;XP_020939464.1;XP_020939463.1;XP_020939462.1;XP_020939461.1;XP_020939460.1;XP_020939459.1	XP_020939474.1	DNM2
XP_020939477.1;XP_020939476.1;XP_020939475.1;XP_020939474.1;XP_020939473.1;XP_020939472.1;XP_020939471.1;XP_020939470.1;XP_020939469.1;XP_020939468.1;XP_020939467.1;XP_020939466.1;XP_020939465.1;XP_020939464.1;XP_020939463.1;XP_020939462.1;XP_020939461.1;XP_020939460.1;XP_020939459.1	XP_020939473.1	DNM2
XP_020939482.1;XP_020939481.1;XP_020939480.1;XP_020939483.1	XP_020939482.1	CARM1
XP_020939482.1;XP_020939481.1;XP_020939480.1;XP_020939483.1	XP_020939481.1	CARM1
XP_020939482.1;XP_020939481.1;XP_020939480.1;XP_020939483.1	XP_020939480.1	CARM1
XP_020939482.1;XP_020939481.1;XP_020939480.1;XP_020939483.1	XP_020939483.1	CARM1
XP_020939516.1;XP_020939515.1;XP_020939514.1;XP_020939513.1;XP_020939512.1;XP_020939511.1;XP_020939520.1;XP_020939519.1;XP_020939518.1;XP_020939517.1	XP_020939516.1	KANK2
XP_020939516.1;XP_020939515.1;XP_020939514.1;XP_020939513.1;XP_020939512.1;XP_020939511.1;XP_020939520.1;XP_020939519.1;XP_020939518.1;XP_020939517.1	XP_020939520.1	KANK2
XP_020939516.1;XP_020939515.1;XP_020939514.1;XP_020939513.1;XP_020939512.1;XP_020939511.1;XP_020939520.1;XP_020939519.1;XP_020939518.1;XP_020939517.1	XP_020939519.1	KANK2
XP_020939516.1;XP_020939515.1;XP_020939514.1;XP_020939513.1;XP_020939512.1;XP_020939511.1;XP_020939520.1;XP_020939519.1;XP_020939518.1;XP_020939517.1	XP_020939518.1	KANK2
XP_020939516.1;XP_020939515.1;XP_020939514.1;XP_020939513.1;XP_020939512.1;XP_020939511.1;XP_020939520.1;XP_020939519.1;XP_020939518.1;XP_020939517.1	XP_020939517.1	KANK2
XP_020939594.1;XP_020939057.1;NP_001090952.1	XP_020939594.1	TPM1
XP_020939594.1;XP_020939057.1;NP_001090952.1	XP_020939057.1	TPM1
XP_020939594.1;XP_020939057.1;NP_001090952.1	NP_001090952.1	TPM1
XP_020939646.1;XP_020939644.1	XP_020939646.1	KHSRP
XP_020939646.1;XP_020939644.1	XP_020939644.1	KHSRP
XP_020939706.1	XP_020939706.1	MYDGF
XP_020939716.1;XP_020939714.1;XP_020939713.1;XP_020939715.1;XP_020939717.1	XP_020939716.1	PLIN4
XP_020939716.1;XP_020939714.1;XP_020939713.1;XP_020939715.1;XP_020939717.1	XP_020939714.1	PLIN4
XP_020939716.1;XP_020939714.1;XP_020939713.1;XP_020939715.1;XP_020939717.1	XP_020939713.1	PLIN4
XP_020939716.1;XP_020939714.1;XP_020939713.1;XP_020939715.1;XP_020939717.1	XP_020939715.1	PLIN4
XP_020939716.1;XP_020939714.1;XP_020939713.1;XP_020939715.1;XP_020939717.1	XP_020939717.1	PLIN4
XP_020939792.1;XP_020939791.1;XP_020939789.1;XP_020939788.1;XP_020939786.1;XP_020939785.1;XP_020939784.1;XP_020939790.1;XP_020939783.1	XP_020939792.1	NFIC
XP_020939792.1;XP_020939791.1;XP_020939789.1;XP_020939788.1;XP_020939786.1;XP_020939785.1;XP_020939784.1;XP_020939790.1;XP_020939783.1	XP_020939791.1	NFIC
XP_020939792.1;XP_020939791.1;XP_020939789.1;XP_020939788.1;XP_020939786.1;XP_020939785.1;XP_020939784.1;XP_020939790.1;XP_020939783.1	XP_020939789.1	NFIC
XP_020939792.1;XP_020939791.1;XP_020939789.1;XP_020939788.1;XP_020939786.1;XP_020939785.1;XP_020939784.1;XP_020939790.1;XP_020939783.1	XP_020939788.1	NFIC
XP_020939792.1;XP_020939791.1;XP_020939789.1;XP_020939788.1;XP_020939786.1;XP_020939785.1;XP_020939784.1;XP_020939790.1;XP_020939783.1	XP_020939790.1	NFIC
XP_020939840.1;XP_020939839.1;XP_020939838.1;XP_020939837.1	XP_020939840.1	GNG7
XP_020939840.1;XP_020939839.1;XP_020939838.1;XP_020939837.1	XP_020939839.1	GNG7
XP_020939840.1;XP_020939839.1;XP_020939838.1;XP_020939837.1	XP_020939838.1	GNG7
XP_020939840.1;XP_020939839.1;XP_020939838.1;XP_020939837.1	XP_020939837.1	GNG7
XP_020939856.1;XP_020939855.1;XP_020939857.1	XP_020939856.1	AP3D1
XP_020939856.1;XP_020939855.1;XP_020939857.1	XP_020939855.1	AP3D1
XP_020939856.1;XP_020939855.1;XP_020939857.1	XP_020939857.1	AP3D1
XP_020940028.1;XP_020940026.1;XP_020940029.1;XP_020940027.1	XP_020940028.1	DBN1
XP_020940028.1;XP_020940026.1;XP_020940029.1;XP_020940027.1	XP_020940026.1	DBN1
XP_020940028.1;XP_020940026.1;XP_020940029.1;XP_020940027.1	XP_020940029.1	DBN1
XP_020940028.1;XP_020940026.1;XP_020940029.1;XP_020940027.1	XP_020940027.1	DBN1
XP_020940039.1;XP_020940038.1;XP_020940036.1;XP_020940035.1;XP_020940050.1	XP_020940039.1	PDLIM7
XP_020940039.1;XP_020940038.1;XP_020940036.1;XP_020940035.1;XP_020940050.1	XP_020940038.1	PDLIM7
XP_020940039.1;XP_020940038.1;XP_020940036.1;XP_020940035.1;XP_020940050.1	XP_020940036.1	PDLIM7
XP_020940039.1;XP_020940038.1;XP_020940036.1;XP_020940035.1;XP_020940050.1	XP_020940035.1	PDLIM7
XP_020940039.1;XP_020940038.1;XP_020940036.1;XP_020940035.1;XP_020940050.1	XP_020940050.1	PDLIM7
XP_020940040.1;XP_020940037.1	XP_020940040.1	PDLIM7
XP_020940040.1;XP_020940037.1	XP_020940037.1	PDLIM7
XP_020940069.1	XP_020940069.1	SYNE1
XP_020940092.1;XP_020940091.1;XP_020940090.1;XP_005661527.2	XP_020940092.1	CLTB
XP_020940092.1;XP_020940091.1;XP_020940090.1;XP_005661527.2	XP_020940091.1	CLTB
XP_020940092.1;XP_020940091.1;XP_020940090.1;XP_005661527.2	XP_020940090.1	CLTB
XP_020940092.1;XP_020940091.1;XP_020940090.1;XP_005661527.2	XP_005661527.2	CLTB
XP_020940121.1	XP_020940121.1	IQGAP2
XP_020940122.1	XP_020940122.1	LAMA2
XP_020940134.1	XP_020940134.1	TBCA
XP_020940135.1	XP_020940135.1	TPM1
XP_020940149.1	XP_020940149.1	THBS4
XP_020940379.1	XP_020940379.1	FBN2
XP_020940420.1	XP_020940420.1	SKP1
XP_020940437.1	XP_020940437.1	PCBD2
XP_020940443.1	XP_020940443.1	TGFBI
XP_020940620.1	XP_020940620.1	LARS
XP_020940673.1;XP_020940672.1	XP_020940673.1	PDGFRB
XP_020940673.1;XP_020940672.1	XP_020940672.1	PDGFRB
XP_020940687.1;XP_020940686.1;XP_020940685.1	XP_020940687.1	RPS14
XP_020940687.1;XP_020940686.1;XP_020940685.1	XP_020940686.1	RPS14
XP_020940687.1;XP_020940686.1;XP_020940685.1	XP_020940685.1	RPS14
XP_020940820.1	XP_020940820.1	LOC102167522
XP_020941055.1	XP_020941055.1	ERAP1
XP_020941195.1;NP_001090933.1	XP_020941195.1	ATP5MF
XP_020941195.1;NP_001090933.1	NP_001090933.1	ATP5MF
XP_020941216.1;XP_020941215.1;XP_020941214.1;XP_020941213.1;XP_020941212.1;XP_020941211.1;NP_001123431.1	XP_020941216.1	POR
XP_020941216.1;XP_020941215.1;XP_020941214.1;XP_020941213.1;XP_020941212.1;XP_020941211.1;NP_001123431.1	XP_020941215.1	POR
XP_020941216.1;XP_020941215.1;XP_020941214.1;XP_020941213.1;XP_020941212.1;XP_020941211.1;NP_001123431.1	XP_020941214.1	POR
XP_020941216.1;XP_020941215.1;XP_020941214.1;XP_020941213.1;XP_020941212.1;XP_020941211.1;NP_001123431.1	XP_020941213.1	POR
XP_020941216.1;XP_020941215.1;XP_020941214.1;XP_020941213.1;XP_020941212.1;XP_020941211.1;NP_001123431.1	XP_020941212.1	POR
XP_020941340.1;NP_001191322.1	XP_020941340.1	ATP2A1
XP_020941340.1;NP_001191322.1	NP_001191322.1	ATP2A1
XP_020941351.1	XP_020941351.1	APOB
XP_020941497.1;XP_020941496.1;XP_020941495.1;XP_020941494.1;NP_999145.1	XP_020941497.1	UGP2
XP_020941497.1;XP_020941496.1;XP_020941495.1;XP_020941494.1;NP_999145.1	XP_020941496.1	UGP2
XP_020941497.1;XP_020941496.1;XP_020941495.1;XP_020941494.1;NP_999145.1	XP_020941495.1	UGP2
XP_020941497.1;XP_020941496.1;XP_020941495.1;XP_020941494.1;NP_999145.1	XP_020941494.1	UGP2
XP_020941497.1;XP_020941496.1;XP_020941495.1;XP_020941494.1;NP_999145.1	NP_999145.1	UGP2
XP_020941824.1	XP_020941824.1	MYH11
XP_020941844.1	XP_020941844.1	AZGP1
XP_020941869.1	XP_020941869.1	CNPY4
XP_020941920.1;XP_020941919.1	XP_020941920.1	PLOD3
XP_020941920.1;XP_020941919.1	XP_020941919.1	PLOD3
XP_020941922.1	XP_020941922.1	FIS1
XP_020941951.1;XP_020941950.1	XP_020941951.1	SSC4D
XP_020941951.1;XP_020941950.1	XP_020941950.1	SSC4D
XP_020941954.1	XP_020941954.1	TMEM120A
XP_020941973.1	XP_020941973.1	HIP1
XP_020942019.1	XP_020942019.1	ASL
XP_020942022.1	XP_020942022.1	NIPSNAP2
XP_020942052.1;XP_020942051.1;XP_020942050.1;XP_020942049.1;XP_020942048.1	XP_020942052.1	TGFB1I1
XP_020942052.1;XP_020942051.1;XP_020942050.1;XP_020942049.1;XP_020942048.1	XP_020942051.1	TGFB1I1
XP_020942052.1;XP_020942051.1;XP_020942050.1;XP_020942049.1;XP_020942048.1	XP_020942050.1	TGFB1I1
XP_020942052.1;XP_020942051.1;XP_020942050.1;XP_020942049.1;XP_020942048.1	XP_020942049.1	TGFB1I1
XP_020942052.1;XP_020942051.1;XP_020942050.1;XP_020942049.1;XP_020942048.1	XP_020942048.1	TGFB1I1
XP_020942063.1	XP_020942063.1	STX4
XP_020942084.1;XP_020942083.1	XP_020942084.1	MVP
XP_020942084.1;XP_020942083.1	XP_020942083.1	MVP
XP_020942213.1;XP_020942212.1	XP_020942213.1	RPS15A
XP_020942213.1;XP_020942212.1	XP_020942212.1	RPS15A
XP_020942217.1	XP_020942217.1	LOC100626015
XP_020942250.1;XP_020942248.1;XP_013841597.1;XP_003135149.3	XP_020942250.1	GSPT1
XP_020942250.1;XP_020942248.1;XP_013841597.1;XP_003135149.3	XP_020942248.1	GSPT1
XP_020942250.1;XP_020942248.1;XP_013841597.1;XP_003135149.3	XP_013841597.1	GSPT2
XP_020942250.1;XP_020942248.1;XP_013841597.1;XP_003135149.3	XP_003135149.3	GSPT2
XP_020942313.1;XP_020942317.1;XP_020942316.1;XP_020942315.1;XP_020942314.1	XP_020942313.1	PMM2
XP_020942313.1;XP_020942317.1;XP_020942316.1;XP_020942315.1;XP_020942314.1	XP_020942317.1	PMM2
XP_020942313.1;XP_020942317.1;XP_020942316.1;XP_020942315.1;XP_020942314.1	XP_020942316.1	PMM2
XP_020942313.1;XP_020942317.1;XP_020942316.1;XP_020942315.1;XP_020942314.1	XP_020942315.1	PMM2
XP_020942313.1;XP_020942317.1;XP_020942316.1;XP_020942315.1;XP_020942314.1	XP_020942314.1	PMM2
XP_020942354.1;XP_020942352.1;XP_020942351.1;XP_005662233.1;XP_005662232.1	XP_020942354.1	LOC100513346
XP_020942354.1;XP_020942352.1;XP_020942351.1;XP_005662233.1;XP_005662232.1	XP_020942352.1	LOC100513346
XP_020942354.1;XP_020942352.1;XP_020942351.1;XP_005662233.1;XP_005662232.1	XP_020942351.1	LOC100513346
XP_020942354.1;XP_020942352.1;XP_020942351.1;XP_005662233.1;XP_005662232.1	XP_005662233.1	LOC100513346
XP_020942354.1;XP_020942352.1;XP_020942351.1;XP_005662233.1;XP_005662232.1	XP_005662232.1	LOC100513346
XP_020942455.1	XP_020942455.1	RPS2
XP_020942457.1	XP_020942457.1	NDUFB10
XP_020942490.1;XP_020942489.1;XP_020942488.1;XP_020942487.1;XP_020942486.1;XP_020942485.1;XP_020942484.1;XP_020942483.1	XP_020942490.1	HAGH
XP_020942490.1;XP_020942489.1;XP_020942488.1;XP_020942487.1;XP_020942486.1;XP_020942485.1;XP_020942484.1;XP_020942483.1	XP_020942489.1	HAGH
XP_020942490.1;XP_020942489.1;XP_020942488.1;XP_020942487.1;XP_020942486.1;XP_020942485.1;XP_020942484.1;XP_020942483.1	XP_020942488.1	HAGH
XP_020942490.1;XP_020942489.1;XP_020942488.1;XP_020942487.1;XP_020942486.1;XP_020942485.1;XP_020942484.1;XP_020942483.1	XP_020942487.1	HAGH
XP_020942490.1;XP_020942489.1;XP_020942488.1;XP_020942487.1;XP_020942486.1;XP_020942485.1;XP_020942484.1;XP_020942483.1	XP_020942486.1	HAGH
XP_020942626.1;XP_020942625.1	XP_020942626.1	LOC100737768
XP_020942626.1;XP_020942625.1	XP_020942625.1	LOC110259958
XP_020942646.1;XP_020942645.1;XP_020942644.1;XP_020942643.1	XP_020942646.1	IARS
XP_020942646.1;XP_020942645.1;XP_020942644.1;XP_020942643.1	XP_020942645.1	IARS
XP_020942646.1;XP_020942645.1;XP_020942644.1;XP_020942643.1	XP_020942644.1	IARS
XP_020942646.1;XP_020942645.1;XP_020942644.1;XP_020942643.1	XP_020942643.1	IARS
XP_020942683.1	XP_020942683.1	CHCHD5
XP_020942748.1;XP_020942749.1	XP_020942748.1	Sep 10
XP_020942748.1;XP_020942749.1	XP_020942749.1	Sep 10
XP_020942758.1;XP_020942757.1	XP_020942758.1	SNRNP200
XP_020942758.1;XP_020942757.1	XP_020942757.1	SNRNP200
XP_020942919.1	XP_020942919.1	ACTR1B
XP_020942934.1;XP_020942935.1	XP_020942934.1	VTA1
XP_020942934.1;XP_020942935.1	XP_020942935.1	VTA1
XP_020942936.1	XP_020942936.1	THNSL2
XP_020943018.1;XP_020943016.1;XP_020943017.1;XP_020943015.1;XP_020943014.1;XP_020943012.1;XP_020943011.1;XP_020943009.1;XP_020943019.1;XP_020943013.1;XP_020943010.1;XP_020943008.1	XP_020943018.1	DCTN1
XP_020943018.1;XP_020943016.1;XP_020943017.1;XP_020943015.1;XP_020943014.1;XP_020943012.1;XP_020943011.1;XP_020943009.1;XP_020943019.1;XP_020943013.1;XP_020943010.1;XP_020943008.1	XP_020943016.1	DCTN1
XP_020943018.1;XP_020943016.1;XP_020943017.1;XP_020943015.1;XP_020943014.1;XP_020943012.1;XP_020943011.1;XP_020943009.1;XP_020943019.1;XP_020943013.1;XP_020943010.1;XP_020943008.1	XP_020943017.1	DCTN1
XP_020943018.1;XP_020943016.1;XP_020943017.1;XP_020943015.1;XP_020943014.1;XP_020943012.1;XP_020943011.1;XP_020943009.1;XP_020943019.1;XP_020943013.1;XP_020943010.1;XP_020943008.1	XP_020943015.1	DCTN1
XP_020943018.1;XP_020943016.1;XP_020943017.1;XP_020943015.1;XP_020943014.1;XP_020943012.1;XP_020943011.1;XP_020943009.1;XP_020943019.1;XP_020943013.1;XP_020943010.1;XP_020943008.1	XP_020943019.1	DCTN1
XP_020943022.1;XP_003129121.1;XP_020956251.1	XP_020943022.1	MOB1A
XP_020943022.1;XP_003129121.1;XP_020956251.1	XP_003129121.1	MOB1B
XP_020943022.1;XP_003129121.1;XP_020956251.1	XP_020956251.1	MOB1B
XP_020943073.1;XP_020943072.1;XP_020943071.1;XP_020943074.1	XP_020943073.1	NFU1
XP_020943073.1;XP_020943072.1;XP_020943071.1;XP_020943074.1	XP_020943072.1	NFU1
XP_020943073.1;XP_020943072.1;XP_020943071.1;XP_020943074.1	XP_020943071.1	NFU1
XP_020943073.1;XP_020943072.1;XP_020943071.1;XP_020943074.1	XP_020943074.1	NFU1
XP_020943136.1;XP_020943135.1;XP_020943134.1;XP_020943131.1;XP_020943137.1;XP_020943133.1;XP_020943132.1;XP_020943130.1;XP_020943129.1;XP_020943128.1	XP_020943136.1	EHBP1
XP_020943136.1;XP_020943135.1;XP_020943134.1;XP_020943131.1;XP_020943137.1;XP_020943133.1;XP_020943132.1;XP_020943130.1;XP_020943129.1;XP_020943128.1	XP_020943135.1	EHBP1
XP_020943136.1;XP_020943135.1;XP_020943134.1;XP_020943131.1;XP_020943137.1;XP_020943133.1;XP_020943132.1;XP_020943130.1;XP_020943129.1;XP_020943128.1	XP_020943134.1	EHBP1
XP_020943136.1;XP_020943135.1;XP_020943134.1;XP_020943131.1;XP_020943137.1;XP_020943133.1;XP_020943132.1;XP_020943130.1;XP_020943129.1;XP_020943128.1	XP_020943137.1	EHBP1
XP_020943136.1;XP_020943135.1;XP_020943134.1;XP_020943131.1;XP_020943137.1;XP_020943133.1;XP_020943132.1;XP_020943130.1;XP_020943129.1;XP_020943128.1	XP_020943133.1	EHBP1
XP_020943143.1;XP_020943144.1;XP_020943147.1;XP_020943146.1;XP_020943145.1;XP_013851564.2	XP_020943143.1	XPO1
XP_020943143.1;XP_020943144.1;XP_020943147.1;XP_020943146.1;XP_020943145.1;XP_013851564.2	XP_020943144.1	XPO1
XP_020943143.1;XP_020943144.1;XP_020943147.1;XP_020943146.1;XP_020943145.1;XP_013851564.2	XP_020943147.1	XPO1
XP_020943143.1;XP_020943144.1;XP_020943147.1;XP_020943146.1;XP_020943145.1;XP_013851564.2	XP_020943146.1	XPO1
XP_020943143.1;XP_020943144.1;XP_020943147.1;XP_020943146.1;XP_020943145.1;XP_013851564.2	XP_020943145.1	XPO1
XP_020943216.1;XP_020943215.1	XP_020943216.1	MCFD2
XP_020943216.1;XP_020943215.1	XP_020943215.1	MCFD2
XP_020943348.1	XP_020943348.1	SNX17
XP_020943355.1	XP_020943355.1	CAD
XP_020943481.1	XP_020943481.1	DDX1
XP_020943521.1	XP_020943521.1	YWHAQ
XP_020943566.1	XP_020943566.1	CMPK2
XP_020943592.1;XP_020943603.1	XP_020943592.1	ENPP1
XP_020943592.1;XP_020943603.1	XP_020943603.1	ENPP1
XP_020943663.1;XP_020943661.1;XP_020943660.1;XP_020943659.1;XP_020943658.1;XP_020943657.1;XP_020943656.1;XP_020943655.1;XP_020943654.1	XP_020943663.1	ALDOA
XP_020943663.1;XP_020943661.1;XP_020943660.1;XP_020943659.1;XP_020943658.1;XP_020943657.1;XP_020943656.1;XP_020943655.1;XP_020943654.1	XP_020943661.1	ALDOA
XP_020943663.1;XP_020943661.1;XP_020943660.1;XP_020943659.1;XP_020943658.1;XP_020943657.1;XP_020943656.1;XP_020943655.1;XP_020943654.1	XP_020943660.1	ALDOA
XP_020943663.1;XP_020943661.1;XP_020943660.1;XP_020943659.1;XP_020943658.1;XP_020943657.1;XP_020943656.1;XP_020943655.1;XP_020943654.1	XP_020943659.1	ALDOA
XP_020943663.1;XP_020943661.1;XP_020943660.1;XP_020943659.1;XP_020943658.1;XP_020943657.1;XP_020943656.1;XP_020943655.1;XP_020943654.1	XP_020943658.1	ALDOA
XP_020943678.1	XP_020943678.1	MAPK3
XP_020943688.1;XP_020943687.1	XP_020943688.1	CORO1A
XP_020943688.1;XP_020943687.1	XP_020943687.1	CORO1A
XP_020943695.1	XP_020943695.1	BOLA2B
XP_020943699.1;XP_020943698.1	XP_020943699.1	LOC110260088
XP_020943699.1;XP_020943698.1	XP_020943698.1	LOC110260088
XP_020943802.1;XP_020943794.1;XP_020943768.1;XP_020943765.1;XP_020943759.1;XP_020943755.1;XP_020943752.1;XP_020943743.1;XP_020943737.1;XP_020943726.1;XP_020943720.1;XP_020943712.1;XP_020943706.1;XP_020943702.1;XP_020943852.1;XP_020943833.1;XP_020943893.1;XP_020943841.1;XP_020943813.1;XP_020943784.1;XP_020943775.1;XP_020943876.1;XP_020943862.1;XP_020943824.1;XP_020943789.1;XP_020943936.1;XP_020943914.1;XP_020943903.1;XP_020943952.1;XP_020943946.1;XP_020943983.1;XP_020943993.1;XP_020943957.1	XP_020943952.1	EPB41L2
XP_020943802.1;XP_020943794.1;XP_020943768.1;XP_020943765.1;XP_020943759.1;XP_020943755.1;XP_020943752.1;XP_020943743.1;XP_020943737.1;XP_020943726.1;XP_020943720.1;XP_020943712.1;XP_020943706.1;XP_020943702.1;XP_020943852.1;XP_020943833.1;XP_020943893.1;XP_020943841.1;XP_020943813.1;XP_020943784.1;XP_020943775.1;XP_020943876.1;XP_020943862.1;XP_020943824.1;XP_020943789.1;XP_020943936.1;XP_020943914.1;XP_020943903.1;XP_020943952.1;XP_020943946.1;XP_020943983.1;XP_020943993.1;XP_020943957.1	XP_020943946.1	EPB41L2
XP_020943802.1;XP_020943794.1;XP_020943768.1;XP_020943765.1;XP_020943759.1;XP_020943755.1;XP_020943752.1;XP_020943743.1;XP_020943737.1;XP_020943726.1;XP_020943720.1;XP_020943712.1;XP_020943706.1;XP_020943702.1;XP_020943852.1;XP_020943833.1;XP_020943893.1;XP_020943841.1;XP_020943813.1;XP_020943784.1;XP_020943775.1;XP_020943876.1;XP_020943862.1;XP_020943824.1;XP_020943789.1;XP_020943936.1;XP_020943914.1;XP_020943903.1;XP_020943952.1;XP_020943946.1;XP_020943983.1;XP_020943993.1;XP_020943957.1	XP_020943983.1	EPB41L2
XP_020943802.1;XP_020943794.1;XP_020943768.1;XP_020943765.1;XP_020943759.1;XP_020943755.1;XP_020943752.1;XP_020943743.1;XP_020943737.1;XP_020943726.1;XP_020943720.1;XP_020943712.1;XP_020943706.1;XP_020943702.1;XP_020943852.1;XP_020943833.1;XP_020943893.1;XP_020943841.1;XP_020943813.1;XP_020943784.1;XP_020943775.1;XP_020943876.1;XP_020943862.1;XP_020943824.1;XP_020943789.1;XP_020943936.1;XP_020943914.1;XP_020943903.1;XP_020943952.1;XP_020943946.1;XP_020943983.1;XP_020943993.1;XP_020943957.1	XP_020943993.1	EPB41L2
XP_020943802.1;XP_020943794.1;XP_020943768.1;XP_020943765.1;XP_020943759.1;XP_020943755.1;XP_020943752.1;XP_020943743.1;XP_020943737.1;XP_020943726.1;XP_020943720.1;XP_020943712.1;XP_020943706.1;XP_020943702.1;XP_020943852.1;XP_020943833.1;XP_020943893.1;XP_020943841.1;XP_020943813.1;XP_020943784.1;XP_020943775.1;XP_020943876.1;XP_020943862.1;XP_020943824.1;XP_020943789.1;XP_020943936.1;XP_020943914.1;XP_020943903.1;XP_020943952.1;XP_020943946.1;XP_020943983.1;XP_020943993.1;XP_020943957.1	XP_020943957.1	EPB41L2
XP_020943837.1;XP_020943836.1	XP_020943837.1	FAM120A
XP_020943837.1;XP_020943836.1	XP_020943836.1	FAM120A
XP_020943861.1;XP_020943860.1;XP_020943859.1;XP_020943858.1	XP_020943861.1	CTNNA2
XP_020943861.1;XP_020943860.1;XP_020943859.1;XP_020943858.1	XP_020943860.1	CTNNA2
XP_020943861.1;XP_020943860.1;XP_020943859.1;XP_020943858.1	XP_020943859.1	CTNNA2
XP_020943861.1;XP_020943860.1;XP_020943859.1;XP_020943858.1	XP_020943858.1	CTNNA2
XP_020943872.1;XP_020943866.1;XP_020943925.1;XP_020943884.1;XP_020943873.1;XP_020943889.1	XP_020943872.1	EPB41L2
XP_020943872.1;XP_020943866.1;XP_020943925.1;XP_020943884.1;XP_020943873.1;XP_020943889.1	XP_020943925.1	EPB41L2
XP_020943872.1;XP_020943866.1;XP_020943925.1;XP_020943884.1;XP_020943873.1;XP_020943889.1	XP_020943884.1	EPB41L2
XP_020943872.1;XP_020943866.1;XP_020943925.1;XP_020943884.1;XP_020943873.1;XP_020943889.1	XP_020943873.1	EPB41L2
XP_020943872.1;XP_020943866.1;XP_020943925.1;XP_020943884.1;XP_020943873.1;XP_020943889.1	XP_020943889.1	EPB41L2
XP_020943881.1;XP_020943880.1;XP_020943879.1;XP_020943878.1;XP_020943877.1;XP_020943882.1;XP_020943883.1	XP_020943881.1	SPTBN1
XP_020943881.1;XP_020943880.1;XP_020943879.1;XP_020943878.1;XP_020943877.1;XP_020943882.1;XP_020943883.1	XP_020943880.1	SPTBN1
